PREM data
depth[km] rho[kg/m3] g[m/s2]
 503.0 3853.6   9.99
 504.0 3854.8   9.99
 505.0 3856.1   9.99
 506.0 3857.3   9.99
 507.0 3858.6   9.99
 508.0 3859.9   9.99
 509.0 3861.1   9.99
 510.0 3862.4   9.99
 511.0 3863.6   9.99
 512.0 3864.9   9.99
 513.0 3866.2   9.99
 514.0 3867.4   9.99
 515.0 3868.7   9.99
 516.0 3869.9   9.99
 517.0 3871.2   9.99
 518.0 3872.5   9.99
 519.0 3873.7   9.99
 520.0 3875.0   9.99
 521.0 3876.3   9.99
 522.0 3877.5   9.99
 523.0 3878.8   9.99
 524.0 3880.0   9.99
 525.0 3881.3   9.99
 526.0 3882.6   9.99
 527.0 3883.8   9.99
 528.0 3885.1   9.99
 529.0 3886.3   9.99
 530.0 3887.6   9.99
 531.0 3888.9   9.99
 532.0 3890.1   9.99
 533.0 3891.4   9.99
 534.0 3892.6   9.99
 535.0 3893.9   9.99
 536.0 3895.2   9.99
 537.0 3896.4   9.99
 538.0 3897.7   9.99
 539.0 3898.9   9.99
 540.0 3900.2   9.99
 541.0 3901.5  10.00
 542.0 3902.7  10.00
 543.0 3904.0  10.00
 544.0 3905.2  10.00
 545.0 3906.5  10.00
 546.0 3907.8  10.00
 547.0 3909.0  10.00
 548.0 3910.3  10.00
 549.0 3911.5  10.00
 550.0 3912.8  10.00
 551.0 3914.1  10.00
 552.0 3915.3  10.00
 553.0 3916.6  10.00
 554.0 3917.8  10.00
 555.0 3919.1  10.00
 556.0 3920.4  10.00
 557.0 3921.6  10.00
 558.0 3922.9  10.00
 559.0 3924.1  10.00
 560.0 3925.4  10.00
 561.0 3926.7  10.00
 562.0 3927.9  10.00
 563.0 3929.2  10.00
 564.0 3930.4  10.00
 565.0 3931.7  10.00
 566.0 3933.0  10.00
 567.0 3934.2  10.00
 568.0 3935.5  10.00
 569.0 3936.7  10.00
 570.0 3938.0  10.00
 571.0 3939.3  10.00
 572.0 3940.5  10.00
 573.0 3941.8  10.00
 574.0 3943.1  10.00
 575.0 3944.3  10.00
 576.0 3945.6  10.00
 577.0 3946.8  10.00
 578.0 3948.1  10.00
 579.0 3949.4  10.00
 580.0 3950.6  10.00
 581.0 3951.9  10.00
 582.0 3953.1  10.00
 583.0 3954.4  10.00
 584.0 3955.7  10.00
 585.0 3956.9  10.00
 586.0 3958.2  10.00
 587.0 3959.4  10.00
 588.0 3960.7  10.00
 589.0 3962.0  10.00
 590.0 3963.2  10.00
 591.0 3964.5  10.00
 592.0 3965.7  10.00
 593.0 3967.0  10.00
 594.0 3968.3  10.00
 595.0 3969.5  10.00
 596.0 3970.8  10.00
 597.0 3972.0  10.00
 598.0 3973.3  10.00
 599.0 3974.6  10.00
 600.0 3975.8  10.00
 601.0 3976.1  10.00
 602.0 3976.3  10.00
 603.0 3976.5  10.00
 604.0 3976.8  10.00
 605.0 3977.0  10.00
 606.0 3977.2  10.00
 607.0 3977.5  10.00
 608.0 3977.7  10.00
 609.0 3977.9  10.01
 610.0 3978.1  10.01
 611.0 3978.4  10.01
 612.0 3978.6  10.01
 613.0 3978.8  10.01
 614.0 3979.1  10.01
 615.0 3979.3  10.01
 616.0 3979.5  10.01
 617.0 3979.8  10.01
 618.0 3980.0  10.01
 619.0 3980.2  10.01
 620.0 3980.5  10.01
 621.0 3980.7  10.01
 622.0 3980.9  10.01
 623.0 3981.2  10.01
 624.0 3981.4  10.01
 625.0 3981.6  10.01
 626.0 3981.9  10.01
 627.0 3982.1  10.01
 628.0 3982.3  10.01
 629.0 3982.6  10.01
 630.0 3982.8  10.01
 631.0 3983.0  10.01
 632.0 3983.3  10.01
 633.0 3983.5  10.01
 634.0 3983.7  10.01
 635.0 3984.0  10.01
 636.0 3984.2  10.01
 637.0 3984.4  10.01
 638.0 3984.7  10.01
 639.0 3984.9  10.01
 640.0 3985.1  10.01
 641.0 3985.4  10.01
 642.0 3985.6  10.01
 643.0 3985.8  10.01
 644.0 3986.1  10.01
 645.0 3986.3  10.01
 646.0 3986.5  10.01
 647.0 3986.8  10.01
 648.0 3987.0  10.01
 649.0 3987.2  10.01
 650.0 3987.5  10.01
 651.0 3987.7  10.01
 652.0 3987.9  10.01
 653.0 3988.2  10.01
 654.0 3988.4  10.01
 655.0 3988.6  10.01
 656.0 3988.9  10.01
 657.0 3989.1  10.01
 658.0 3989.3  10.01
 659.0 3989.6  10.01
 660.0 3989.8  10.01
 661.0 3990.0  10.01
 662.0 3990.3  10.01
 663.0 3990.5  10.01
 664.0 3990.7  10.01
 665.0 3991.0  10.01
 666.0 3991.2  10.01
 667.0 3991.4  10.01
 668.0 3991.7  10.01
 669.0 3991.9  10.01
 670.0 4380.7  10.01
 671.0 4381.4  10.01
 672.0 4382.0  10.01
 673.0 4382.6  10.01
 674.0 4383.2  10.01
 675.0 4383.9  10.01
 676.0 4384.5  10.01
 677.0 4385.1  10.01
 678.0 4385.7  10.01
 679.0 4386.4  10.01
 680.0 4387.0  10.01
 681.0 4387.6  10.01
 682.0 4388.2  10.01
 683.0 4388.9  10.01
 684.0 4389.5  10.01
 685.0 4390.1  10.01
 686.0 4390.7  10.01
 687.0 4391.4  10.01
 688.0 4392.0  10.01
 689.0 4392.6  10.01
 690.0 4393.2  10.01
 691.0 4393.8  10.01
 692.0 4394.5  10.01
 693.0 4395.1  10.01
 694.0 4395.7  10.01
 695.0 4396.3  10.01
 696.0 4397.0  10.01
 697.0 4397.6  10.01
 698.0 4398.2  10.01
 699.0 4398.8  10.01
 700.0 4399.4  10.01
 701.0 4400.1  10.01
 702.0 4400.7  10.01
 703.0 4401.3  10.01
 704.0 4401.9  10.01
 705.0 4402.5  10.01
 706.0 4403.2  10.01
 707.0 4403.8  10.01
 708.0 4404.4  10.01
 709.0 4405.0  10.01
 710.0 4405.6  10.01
 711.0 4406.3  10.01
 712.0 4406.9  10.01
 713.0 4407.5  10.01
 714.0 4408.1  10.01
 715.0 4408.7  10.01
 716.0 4409.4  10.01
 717.0 4410.0  10.01
 718.0 4410.6  10.01
 719.0 4411.2  10.01
 720.0 4411.8  10.01
 721.0 4412.5  10.01
 722.0 4413.1  10.01
 723.0 4413.7  10.01
 724.0 4414.3  10.01
 725.0 4414.9  10.01
 726.0 4415.5  10.01
 727.0 4416.2  10.01
 728.0 4416.8  10.01
 729.0 4417.4  10.01
 730.0 4418.0  10.00
 731.0 4418.6  10.00
 732.0 4419.2  10.00
 733.0 4419.9  10.00
 734.0 4420.5  10.00
 735.0 4421.1  10.00
 736.0 4421.7  10.00
 737.0 4422.3  10.00
 738.0 4422.9  10.00
 739.0 4423.6  10.00
 740.0 4424.2  10.00
 741.0 4424.8  10.00
 742.0 4425.4  10.00
 743.0 4426.0  10.00
 744.0 4426.6  10.00
 745.0 4427.3  10.00
 746.0 4427.9  10.00
 747.0 4428.5  10.00
 748.0 4429.1  10.00
 749.0 4429.7  10.00
 750.0 4430.3  10.00
 751.0 4430.9  10.00
 752.0 4431.6  10.00
 753.0 4432.2  10.00
 754.0 4432.8  10.00
 755.0 4433.4  10.00
 756.0 4434.0  10.00
 757.0 4434.6  10.00
 758.0 4435.2  10.00
 759.0 4435.9  10.00
 760.0 4436.5  10.00
 761.0 4437.1  10.00
 762.0 4437.7  10.00
 763.0 4438.3  10.00
 764.0 4438.9  10.00
 765.0 4439.5  10.00
 766.0 4440.1  10.00
 767.0 4440.8  10.00
 768.0 4441.4  10.00
 769.0 4442.0  10.00
 770.0 4442.6  10.00
 771.0 4443.2  10.00
 772.0 4443.8  10.00
 773.0 4444.4  10.00
 774.0 4445.0  10.00
 775.0 4445.7  10.00
 776.0 4446.3  10.00
 777.0 4446.9  10.00
 778.0 4447.5  10.00
 779.0 4448.1  10.00
 780.0 4448.7  10.00
 781.0 4449.3  10.00
 782.0 4449.9  10.00
 783.0 4450.5  10.00
 784.0 4451.1  10.00
 785.0 4451.8  10.00
 786.0 4452.4  10.00
 787.0 4453.0  10.00
 788.0 4453.6  10.00
 789.0 4454.2  10.00
