      1.31      28.16      26.93      29.45       0.34       0.42       0.24
      1.31      28.01      26.80      29.33       0.33       0.43       0.24
      1.32      27.88      26.68      29.22       0.33       0.44       0.23
      1.32      27.75      26.56      29.12       0.33       0.45       0.23
      1.33      27.63      26.46      29.02       0.33       0.45       0.22
      1.33      27.53      26.36      28.94       0.33       0.46       0.22
      1.34      27.42      26.27      28.86       0.33       0.47       0.21
      1.34      27.33      26.18      28.79       0.32       0.47       0.21
      1.35      27.24      26.10      28.72       0.32       0.48       0.20
      1.35      27.16      26.03      28.66       0.32       0.48       0.20
      1.36      27.08      25.96      28.60       0.32       0.49       0.19
      1.36      27.01      25.90      28.55       0.32       0.49       0.19
      1.37      26.95      25.85      28.51       0.32       0.50       0.18
      1.37      26.88      25.79      28.47       0.32       0.50       0.18
      1.38      26.83      25.75      28.43       0.32       0.51       0.17
      1.38      26.78      25.70      28.40       0.32       0.51       0.17
      1.39      26.73      25.66      28.37       0.32       0.52       0.16
      1.39      26.68      25.63      28.34       0.32       0.52       0.16
      1.40      26.64      25.60      28.32       0.32       0.53       0.16
      1.40      26.61      25.57      28.30       0.32       0.53       0.15
      1.41      26.57      25.54      28.29       0.32       0.54       0.15
      1.41      26.54      25.52      28.28       0.32       0.54       0.14
      1.42      26.51      25.50      28.27       0.31       0.55       0.14
      1.42      26.49      25.48      28.26       0.31       0.55       0.14
      1.43      26.47      25.47      28.26       0.31       0.55       0.13
      1.43      26.45      25.46      28.26       0.31       0.56       0.13
      1.44      26.44      25.45      28.26       0.31       0.56       0.12
      1.44      26.42      25.45      28.26       0.31       0.57       0.12
      1.45      26.41      25.44      28.27       0.31       0.57       0.12
      1.45      26.41      25.45      28.28       0.31       0.57       0.11
      1.46      26.40      25.45      28.29       0.31       0.58       0.11
      1.46      26.40      25.45      28.31       0.31       0.58       0.11
      1.47      26.40      25.46      28.33       0.31       0.58       0.10
      1.47      26.41      25.47      28.35       0.31       0.59       0.10
      1.48      26.41      25.49      28.37       0.31       0.59       0.10
      1.48      26.42      25.50      28.39       0.31       0.59       0.09
      1.49      26.44      25.52      28.42       0.31       0.60       0.09
      1.49      26.45      25.54      28.45       0.31       0.60       0.09
      1.50      26.47      25.57      28.49       0.31       0.60       0.08
      1.50      26.49      25.59      28.52       0.31       0.61       0.08
      1.51      26.51      25.62      28.56       0.31       0.61       0.08
      1.51      26.54      25.66      28.60       0.31       0.61       0.08
      1.52      26.57      25.69      28.65       0.31       0.61       0.07
      1.52      26.60      25.73      28.69       0.31       0.62       0.07
      1.53      26.64      25.77      28.74       0.31       0.62       0.07
      1.53      26.68      25.82      28.80       0.31       0.62       0.06
      1.54      26.72      25.87      28.85       0.31       0.62       0.06
      1.54      26.77      25.92      28.91       0.31       0.63       0.06
      1.55      26.82      25.98      28.98       0.31       0.63       0.06
      1.55      26.88      26.03      29.05       0.32       0.63       0.05
      1.56      26.94      26.10      29.12       0.32       0.63       0.05
      1.56      27.00      26.17      29.19       0.32       0.64       0.05
      1.57      27.07      26.24      29.27       0.32       0.64       0.05
      1.57      27.14      26.32      29.36       0.32       0.64       0.04
      1.58      27.22      26.40      29.45       0.32       0.64       0.04
      1.58      27.30      26.48      29.54       0.32       0.64       0.04
      1.59      27.39      26.58      29.64       0.32       0.64       0.04
      1.59      27.49      26.68      29.74       0.32       0.64       0.04
      1.60      27.59      26.78      29.86       0.32       0.65       0.03
      1.60      27.70      26.89      29.97       0.32       0.65       0.03
      1.61      27.81      27.01      30.10       0.32       0.65       0.03
      1.61      27.94      27.14      30.23       0.32       0.65       0.03
      1.62      28.07      27.27      30.37       0.32       0.65       0.03
      1.62      28.22      27.42      30.52       0.33       0.65       0.02
      1.63      28.37      27.58      30.68       0.33       0.65       0.02
      1.63      28.54      27.75      30.86       0.33       0.65       0.02
      1.64      28.72      27.93      31.04       0.33       0.65       0.02
      1.64      28.92      28.12      31.24       0.33       0.65       0.02
      1.65      29.14      28.34      31.46       0.34       0.65       0.02
      1.65      29.38      28.58      31.70       0.34       0.64       0.01
      1.66      29.64      28.84      31.96       0.34       0.64       0.01
      1.66      29.94      29.13      32.26       0.35       0.64       0.01
      1.67      30.28      29.46      32.59       0.35       0.63       0.01
      1.67      30.67      29.85      32.97       0.36       0.63       0.01
      1.68      31.14      30.31      33.42       0.36       0.62       0.01
      1.68      31.71      30.86      33.97       0.37       0.61       0.01
      1.69      32.44      31.58      34.67       0.39       0.59       0.01
      1.69      33.44      32.54      35.62       0.41       0.56       0.00
      1.70      34.92      33.97      37.01       0.43       0.51       0.00
      1.70      37.36      36.33      39.31       0.49       0.41       0.00
      1.71      42.07      40.87      43.74       0.59       0.20       0.00
      1.71      50.88      49.39      52.04       0.80       0.10       0.00
      1.72      55.04      53.41      55.98       0.90       0.05       0.00
      1.72      57.13      55.43      57.96       0.95       0.02       0.00
      1.73      58.24      56.51      59.03       0.98       0.01       0.00
      1.73      58.88      57.14      59.65       0.99       0.01       0.00
      1.74      59.30      57.55      60.06       0.99       0.00       0.00
      1.74      59.62      57.86      60.37       1.00       0.00       0.00
      1.75      59.87      58.12      60.62       1.00       0.00       0.00
      1.75      60.11      58.35      60.86       1.00       0.00       0.00
      1.76      60.33      58.57      61.08       1.00       0.00       0.00
      1.76      60.54      58.78      61.29       1.00       0.00       0.00
      1.77      60.75      58.99      61.50       1.00       0.00       0.00
      1.77      60.96      59.19      61.71       1.00       0.00       0.00
      1.78      61.17      59.40      61.92       1.00       0.00       0.00
      1.78      61.38      59.61      62.13       1.00       0.00       0.00
      1.79      61.58      59.81      62.33       1.00       0.00       0.00
      1.79      61.79      60.01      62.54       1.00       0.00       0.00
      1.80      62.00      60.22      62.75       1.00       0.00       0.00
      1.80      62.20      60.42      62.95       1.00       0.00       0.00
